Disease,Year,Pro_Code,PROVINCE,Week_no,Count
Dengue,2023,KR,South Korea,52,0
Dengue,2024,KR,South Korea,1,1
Dengue,2024,KR,South Korea,2,6
Dengue,2024,KR,South Korea,3,2
Dengue,2024,KR,South Korea,4,2
Dengue,2024,KR,South Korea,5,4
Dengue,2024,KR,South Korea,6,0
Dengue,2024,KR,South Korea,7,4
Dengue,2024,KR,South Korea,8,6
Dengue,2024,KR,South Korea,9,1
Dengue,2024,KR,South Korea,10,2
Dengue,2024,KR,South Korea,11,3
Dengue,2024,KR,South Korea,12,3
Dengue,2024,KR,South Korea,13,6
Dengue,2024,KR,South Korea,14,3
Dengue,2024,KR,South Korea,15,5
Dengue,2024,KR,South Korea,16,1
Dengue,2024,KR,South Korea,17,3
Dengue,2024,KR,South Korea,18,5
Dengue,2024,KR,South Korea,19,2
Dengue,2024,KR,South Korea,20,7
Dengue,2024,KR,South Korea,21,6
Dengue,2024,KR,South Korea,22,3
Dengue,2024,KR,South Korea,23,3
Dengue,2024,KR,South Korea,24,3
Dengue,2024,KR,South Korea,25,5
Dengue,2024,KR,South Korea,26,3
Dengue,2024,KR,South Korea,27,6
Dengue,2024,KR,South Korea,28,8
Dengue,2024,KR,South Korea,29,3
Dengue,2024,KR,South Korea,30,3
Dengue,2024,KR,South Korea,31,3
Dengue,2024,KR,South Korea,32,4
Dengue,2024,KR,South Korea,33,4
Dengue,2024,KR,South Korea,34,13
Dengue,2024,KR,South Korea,35,8
Dengue,2024,KR,South Korea,36,7
Dengue,2024,KR,South Korea,37,2
Dengue,2024,KR,South Korea,38,2
Dengue,2024,KR,South Korea,39,4
Dengue,2024,KR,South Korea,40,5
Dengue,2024,KR,South Korea,41,4
Dengue,2024,KR,South Korea,42,3
Dengue,2024,KR,South Korea,43,7
Dengue,2024,KR,South Korea,44,2
Dengue,2024,KR,South Korea,45,3
Dengue,2024,KR,South Korea,46,2
Dengue,2024,KR,South Korea,47,1
Dengue,2024,KR,South Korea,48,4
Dengue,2024,KR,South Korea,49,4
Dengue,2024,KR,South Korea,50,1
Dengue,2024,KR,South Korea,51,2
Dengue,2024,KR,South Korea,52,2
